S.No.,transformer,Date & Time Stamp,V(R),V(Y),V(B),VRB,VRY,VYB,I(R),I(Y),I(B),kW,kVA,PF(R),PF(Y),PF(B),THD(V-R),THD(V-Y),THD(V-B),THD(I-R),THD(I-Y),THD(I-B),FREQUENCY,Frwd.kWh,REV.ACTENERGY,FRWD.APPENERGY,FRWD.REACTENERGY,kVA-R,kVA-Y,kVA-B,KVAH.FWD,KVAH.REV,kVAr-R,KVARH.LAG.FWD,KVARH.LAG.REV,KVARH.LEAD.FWD,KVARH.LEAD.REV,kVAr-Y,kVAr-B,kWH-Fwd,KWH.REV,kW-R,kW-Y,kW-B,kVA,REV.APPENERGY,REV.REACTENERGY,TOT.kVAh,TOT.KVARH.LEG,TOT.kWh/Fwd.kWh/Active Energy Sent Out,,TEMP4,TOT.KVAH,TOT.KVARH.LEG,TOT.KWH
157,SNO1000005,15-09-2022 17:18,233.2,229.2,231.5,94.1,146.2,117.5,81.52,82.2,0.99,0.99,0.99,2.1,1.7,2.3,0.93,1.17,1.98,407,398,400,49.9,"8,98,259.68",-,"9,11,007.61","1,38,85,354.00",2.81,"9,11,00,757.00",4,2.58,21.8,"1,38,85,354.00",3,"21,073.00","54,522.00",21.8,21.8,5.57,27.08,"8,98,25,951.00",-,21.67,32.78,2,10.96,4,3,2.05,1.86,2.62,652.33,"9,11,007.61","1,38,177.15","8,98,259.68"
158,SNO1000005,15-09-2022 17:15,232.8,229.1,231.3,86.3,146.3,104.6,76.59,77.2,0.99,0.99,0.99,1.9,2.2,2,1.05,1.24,0.55,402,395,402,49.9,"8,98,256.34",-,"9,11,004.24","1,38,85,305.00",2.9,"9,11,00,419.00",4,2.16,19.9,"1,38,85,305.00",3,"21,073.00","19,332.00",19.9,19.9,5.38,23.94,"8,98,25,617.00",-,19.83,32.82,2,10.44,4,3,3.36,2.51,3.98,652.39,"9,11,004.24","1,38,176.65","8,98,256.34"
159,SNO1000005,15-09-2022 17:12,231.6,227.9,230.6,88.4,138.1,103.7,75.01,75.3,1,1,0.99,2,1.8,2,1,1.2,1.18,405,392,399,49.9,"8,98,252.92",-,"9,11,000.79","1,38,85,262.00",2.21,"9,11,00,074.00",4,1.07,20.3,"1,38,85,262.00",3,"21,073.00","10,884.00",20.3,20.3,3.96,23.73,"8,98,25,275.00",-,20.3,30.99,2,7.24,4,3,1.77,1.4,2.45,652.38,"9,11,000.79","1,38,176.22","8,98,252.92"
160,SNO1000005,15-09-2022 17:10,232.1,228.3,230.5,86.6,143,95.2,73.72,74.1,1,1,0.99,2.4,2.3,1.6,0.92,1.03,0.78,406,394,400,49.9,"8,98,250.19",-,"9,10,998.04","1,38,85,231.00",2.12,"9,10,99,800.00",4,1.04,19.9,"1,38,85,231.00",3,"21,073.00","8,303.00",19.9,19.9,4.92,21.72,"8,98,25,002.00",-,19.94,32.06,2,8.08,4,3,1.77,1.4,2.45,652.38,"9,10,998.04","1,38,175.92","8,98,250.19"
161,SNO1000005,15-09-2022 17:08,231.5,229,230,86.7,129.8,118.8,76.17,76.5,0.99,1,0.99,2.1,1.9,1.9,1,1.16,0.68,405,396,399,49.9,"8,98,246.93",-,"9,10,994.76","1,38,85,197.00",2.7,"9,10,99,472.00",4,2.3,19.9,"1,38,85,197.00",3,"21,073.00","6,523.00",19.9,19.9,3.64,27.1,"8,98,24,676.00",-,19.8,29.27,2,8.64,4,3,1.8,1.11,2.6,652.35,"9,10,994.76","1,38,175.58","8,98,246.93"
162,SNO1000005,15-09-2022 17:05,231.9,229.5,230,92.6,130,104.1,74.27,74.7,1,0.99,0.99,1.9,2,1.8,1,1.16,0.72,405,396,399,50,"8,98,243.68",-,"9,10,991.49","1,38,85,160.00",2.59,"9,10,99,145.00",4,1.7,21.3,"1,38,85,160.00",3,"21,073.00","17,047.00",21.3,21.3,4.45,23.73,"8,98,24,351.00",-,21.25,29.29,2,8.74,4,3,655.13,655.2,0.51,652.3,"9,10,991.49","1,38,175.21","8,98,243.68"
163,SNO1000005,15-09-2022 17:02,231.8,230,230.5,105.9,126.8,102.8,76.53,76.7,1,0.99,0.99,2.1,2.1,1.9,0.93,1.2,0.76,405,397,400,50,"8,98,240.36",-,"9,10,988.14","1,38,85,120.00",2.49,"9,10,98,810.00",4,1.55,24.3,"1,38,85,120.00",3,"21,073.00","25,053.00",24.3,24.3,3.38,23.45,"8,98,24,019.00",-,24.34,28.74,1,7.41,4,3,653.95,654.66,654.61,652.26,"9,10,988.14","1,38,174.80","8,98,240.36"
164,SNO1000005,15-09-2022 17:00,231.9,229.2,230.2,84.6,129,98.6,71.01,71.1,1,1,0.99,2.2,2.2,1.8,1.19,1.33,0.62,405,394,401,49.9,"8,98,237.38",-,"9,10,985.15","1,38,85,096.00",2.01,"9,10,98,511.00",4,1.16,19.4,"1,38,85,096.00",3,"21,073.00","21,017.00",19.4,19.4,3.05,22.49,"8,98,23,721.00",-,19.41,29.11,2,6.21,4,3,655.01,0.06,0.31,652.26,"9,10,985.15","1,38,174.56","8,98,237.38"
165,SNO1000005,15-09-2022 16:57,231.8,228.1,230.4,103.3,146,114.3,82.44,83,1,1,0.99,2.1,2.2,1.9,0.9,1.12,0.77,405,393,400,49.9,"8,98,234.22",-,"9,10,981.97","1,38,85,064.00",2.27,"9,10,98,193.00",4,2.07,23.8,"1,38,85,064.00",3,"21,073.00","26,548.00",23.8,23.8,5.51,26.13,"8,98,23,405.00",-,23.72,32.59,2,9.85,4,3,655.12,0.33,0.34,652.26,"9,10,981.97","1,38,174.25","8,98,234.22"
166,SNO1000005,15-09-2022 16:55,231.7,228,229.8,95.8,149.3,109.9,80.35,80.9,0.99,0.99,0.99,2.1,2.3,2.2,1.11,1.14,0.52,402,395,397,49.9,"8,98,230.78",-,"9,10,978.50","1,38,85,022.00",2.63,"9,10,97,846.00",4,2.31,22,"1,38,85,022.00",3,"21,073.00","35,192.00",22,22,5.25,25.02,"8,98,23,061.00",-,21.93,33.4,2,10.19,4,3,2.71,2.02,3.33,652.34,"9,10,978.50","1,38,173.83","8,98,230.78"
167,SNO1000005,15-09-2022 16:52,231.1,227.6,229.6,103.2,150.5,115,83.45,83.8,0.99,1,0.99,2.3,2.4,1.9,0.98,1.05,0.76,404,394,396,49.8,"8,98,227.30",-,"9,10,975.00","1,38,84,978.00",2.23,"9,10,97,496.00",4,2.37,23.6,"1,38,84,978.00",3,"21,073.00","53,795.00",23.6,23.6,4.94,26.19,"8,98,22,713.00",-,23.58,33.68,2,9.54,4,3,1.54,0.83,2.4,652.36,"9,10,975.00","1,38,173.39","8,98,227.30"
168,SNO1000005,15-09-2022 16:50,231.5,227.3,229.9,104.9,151.6,102.2,81.34,81.6,1,1,0.99,2.3,2,2.2,0.94,1.11,0.82,406,394,396,49.8,"8,98,223.73",-,"9,10,971.40","1,38,84,935.00",1.27,"9,10,97,136.00",4,1.76,24.1,"1,38,84,935.00",3,"21,073.00","56,453.00",24.1,24.1,4.46,23.34,"8,98,22,356.00",-,24.08,33.93,1,7.49,4,3,654.08,654.82,654.74,652.26,"9,10,971.40","1,38,172.96","8,98,223.73"
169,SNO1000005,15-09-2022 16:47,231.8,227.2,229.9,86.2,155.5,101.6,77.75,78.1,1,1,0.99,2,2,2.3,1.17,1.06,0.82,404,396,394,49.8,"8,98,220.17",-,"9,10,967.83","1,38,84,904.00",1.12,"9,10,96,778.00",4,1.08,19.8,"1,38,84,904.00",3,"21,073.00","56,600.00",19.8,19.8,4.82,23.21,"8,98,22,000.00",-,19.78,34.77,2,7.01,4,3,655.18,0.46,0.41,652.27,"9,10,967.83","1,38,172.64","8,98,220.17"
170,SNO1000005,15-09-2022 16:44,232.1,227.4,230.2,86.9,148.3,103.7,76.68,77.2,0.99,0.99,0.99,2,2,1.9,1.06,1.02,0.92,404,395,397,49.8,"8,98,216.81",-,"9,10,964.45","1,38,84,871.00",2.55,"9,10,96,441.00",4,2.31,20,"1,38,84,871.00",3,"21,073.00","65,355.00",20,20,4.78,23.61,"8,98,21,664.00",-,19.89,33.18,2,9.64,4,3,2.42,2.23,2.95,652.34,"9,10,964.45","1,38,172.32","8,98,216.81"
171,SNO1000005,15-09-2022 16:42,232.6,228.2,230.3,94.5,145.6,100.2,77.3,77.6,0.99,1,0.99,2.1,1.9,2.1,0.95,1.09,0.64,406,396,398,49.9,"8,98,213.44",-,"9,10,961.05","1,38,84,834.00",2.11,"9,10,96,101.00",4,2.31,21.8,"1,38,84,834.00",3,"21,073.00","62,567.00",21.8,21.8,4.37,22.88,"8,98,21,327.00",-,21.71,32.71,2,8.79,4,3,3.95,3.07,4.53,652.45,"9,10,961.05","1,38,171.95","8,98,213.44"
172,SNO1000005,15-09-2022 16:40,232.2,227.6,230.3,92.6,150.2,110.9,80.13,80.6,1,1,0.99,2,2.1,2.5,0.75,1.08,0.62,406,395,397,49.9,"8,98,210.57",-,"9,10,958.16","1,38,84,801.00",2.22,"9,10,95,812.00",4,2.12,21.3,"1,38,84,801.00",3,"21,073.00","14,078.00",21.3,21.3,5.34,25.34,"8,98,21,040.00",-,21.25,33.54,2,9.67,4,3,3.95,3.07,4.53,652.45,"9,10,958.16","1,38,171.62","8,98,210.57"
173,SNO1000005,15-09-2022 16:37,232.2,228.6,230.2,91.6,138.1,106.1,76.51,76.6,1,1,0.99,2,2.2,1.8,1,1.05,0.92,402,394,400,49.9,"8,98,207.19",-,"9,10,954.76","1,38,84,763.00",1.54,"9,10,95,471.00",4,1.58,21.1,"1,38,84,763.00",3,"21,073.00","4,502.00",21.1,21.1,3.28,24.25,"8,98,20,702.00",-,21.08,31.18,2,6.39,4,3,4.32,3.04,5.02,652.43,"9,10,954.76","1,38,171.24","8,98,207.19"
174,SNO1000005,15-09-2022 16:34,232.5,228.6,230,97.4,141.6,104.8,78.24,78.6,1,1,0.99,1.9,2.1,2.1,0.93,1.1,0.64,406,396,398,49.9,"8,98,203.77",-,"9,10,951.33","1,38,84,732.00",1.42,"9,10,95,128.00",4,1.29,22.5,"1,38,84,732.00",3,"21,073.00","43,778.00",22.5,22.5,4.66,23.96,"8,98,20,360.00",-,22.48,31.8,2,7.37,4,3,4,2.64,4.8,652.41,"9,10,951.33","1,38,170.93","8,98,203.77"
175,SNO1000005,15-09-2022 16:32,232.9,228.9,229.9,96.3,145.7,116.3,81.49,81.9,1,1,0.99,2.1,2.1,2,0.91,0.97,0.42,405,396,397,49.9,"8,98,200.36",-,"9,10,947.89","1,38,84,699.00",2.25,"9,10,94,785.00",4,2.02,22.2,"1,38,84,699.00",3,"21,073.00","35,596.00",22.2,22.2,5.41,26.56,"8,98,20,019.00",-,22.2,32.74,2,9.67,4,3,2.31,1.53,3.16,652.39,"9,10,947.89","1,38,170.60","8,98,200.36"
176,SNO1000005,15-09-2022 16:29,232.8,228.9,230.3,90.5,145.8,103.9,77.37,77.8,1,1,0.99,2.1,2,2.1,1.01,1,0.69,406,396,398,49.9,"8,98,196.88",-,"9,10,944.39","1,38,84,657.00",2.24,"9,10,94,435.00",4,2.04,20.9,"1,38,84,657.00",3,"21,073.00","24,101.00",20.9,20.9,4.69,23.72,"8,98,19,671.00",-,20.82,32.83,2,8.98,4,3,655.25,0.35,0.55,652.33,"9,10,944.39","1,38,170.17","8,98,196.88"
177,SNO1000005,15-09-2022 16:27,232.6,228.8,230.3,107.2,156.4,108.3,84.27,85.1,1,0.99,0.98,2.1,1.9,1.9,0.82,0.95,0.67,406,396,398,49.9,"8,98,193.38",-,"9,10,940.86","1,38,84,613.00",2.76,"9,10,94,081.00",4,2.41,24.8,"1,38,84,613.00",3,"21,073.00","26,570.00",24.8,24.8,6.94,24.68,"8,98,19,321.00",-,24.7,34.9,2,12.11,4,3,0.76,1,1.4,652.35,"9,10,940.86","1,38,169.74","8,98,193.38"
178,SNO1000005,15-09-2022 16:24,232.7,229.2,230.3,88.5,148.8,96.6,76.01,76.3,1,1,0.99,2.4,2.3,2.4,1.12,1.17,0.82,406,397,399,49.9,"8,98,189.85",-,"9,10,937.30","1,38,84,570.00",1.78,"9,10,93,726.00",4,1.27,20.4,"1,38,84,570.00",3,"21,073.00","11,494.00",20.4,20.4,4.39,22.07,"8,98,18,968.00",-,20.39,33.55,2,7.43,4,3,3.24,2.37,3.95,652.36,"9,10,937.30","1,38,169.30","8,98,189.85"
179,SNO1000005,15-09-2022 16:21,232.1,228.8,231,105.8,145.9,106.4,81.71,81.9,1,1,0.99,2.3,2.4,2,1.05,1.15,0.72,406,396,399,49.9,"8,98,186.49",-,"9,10,933.92","1,38,84,539.00",1.49,"9,10,93,388.00",4,1.25,24.4,"1,38,84,539.00",3,"21,073.00","27,028.00",24.4,24.4,3.9,24.43,"8,98,18,632.00",-,24.37,32.91,2,6.63,4,3,1.96,1.8,2.59,652.32,"9,10,933.92","1,38,169.00","8,98,186.49"
180,SNO1000005,15-09-2022 16:19,232.3,229.2,231,113.1,143.4,97.8,80.52,81.1,1,0.99,0.98,1.9,1.9,1.9,0.93,1.16,0.77,408,397,400,50,"8,98,183.01",-,"9,10,930.42","1,38,84,502.00",2.33,"9,10,93,038.00",4,2.17,26.1,"1,38,84,502.00",3,"21,073.00","52,358.00",26.1,26.1,5.67,22.35,"8,98,18,284.00",-,26.02,32.14,2,10.18,4,3,2.61,2.22,3.24,652.37,"9,10,930.42","1,38,168.62","8,98,183.01"
181,SNO1000005,15-09-2022 16:16,232.2,229.1,230.8,115.6,146.7,113,85.35,85.8,1,0.99,0.99,1.9,2.1,1.8,0.88,1.05,0.67,406,397,399,50,"8,98,179.43",-,"9,10,926.81","1,38,84,457.00",3.06,"9,10,92,677.00",4,2.2,26.6,"1,38,84,457.00",3,"21,073.00","20,463.00",26.6,26.6,5.44,25.8,"8,98,17,926.00",-,26.6,32.95,2,10.7,4,3,3.34,2.71,3.95,652.38,"9,10,926.81","1,38,168.18","8,98,179.43"
182,SNO1000005,15-09-2022 16:14,232.5,228.9,230.5,89,143.4,90,72.92,73.5,0.99,0.99,0.99,2,1.9,1.9,1.14,1.09,1.23,406,396,398,50,"8,98,175.97",-,"9,10,923.31","1,38,84,409.00",2.95,"9,10,92,327.00",4,2.38,20.5,"1,38,84,409.00",3,"21,073.00","34,589.00",20.5,20.5,5.35,20.39,"8,98,17,580.00",-,20.38,32.16,2,10.68,4,3,4.31,3.31,4.88,652.41,"9,10,923.31","1,38,167.70","8,98,175.97"
183,SNO1000005,15-09-2022 16:11,231.5,228.5,230.2,99.7,139.9,103.3,77.93,78.2,1,0.99,0.99,1.7,2,1.9,0.99,1.17,0.76,407,395,398,49.9,"8,98,172.77",-,"9,10,920.09","1,38,84,373.00",2.4,"9,10,92,005.00",4,1.26,22.9,"1,38,84,373.00",3,"21,073.00","23,750.00",22.9,22.9,4.04,23.56,"8,98,17,260.00",-,22.9,31.47,2,7.69,4,3,1.17,1.31,1.81,652.32,"9,10,920.09","1,38,167.34","8,98,172.77"
184,SNO1000005,15-09-2022 16:09,232.1,228.5,230.6,93,142.7,103.9,77.1,77.5,1,1,0.99,2,1.9,1.8,1.08,1.14,0.68,406,394,400,49.9,"8,98,170.08",-,"9,10,917.39","1,38,84,346.00",2.12,"9,10,91,735.00",4,1.27,21.4,"1,38,84,346.00",3,"21,073.00","30,954.00",21.4,21.4,5.14,23.77,"8,98,16,991.00",-,21.39,31.95,2,8.53,4,3,1.17,1.31,1.81,652.32,"9,10,917.39","1,38,167.07","8,98,170.08"
185,SNO1000005,15-09-2022 16:06,232.5,228.9,229.9,89,151,120.3,81.8,82.3,0.99,1,0.99,2.2,2.2,2.1,1.18,1.08,0.64,405,396,397,49.9,"8,98,166.63",-,"9,10,913.91","1,38,84,304.00",2.78,"9,10,91,387.00",4,2.26,20.5,"1,38,84,304.00",3,"21,073.00","48,140.00",20.5,20.5,4.8,27.42,"8,98,16,646.00",-,20.38,34,2,9.83,4,3,2.66,1.97,3.45,652.33,"9,10,913.91","1,38,166.65","8,98,166.63"
186,SNO1000005,15-09-2022 16:04,232.4,228.5,230.7,108.3,157.3,121.7,88.1,88.6,0.99,1,0.99,2.3,2,2,0.92,1.01,0.66,406,396,398,50,"8,98,163.00",-,"9,10,910.25","1,38,84,261.00",2.3,"9,10,91,021.00",4,2.99,25,"1,38,84,261.00",3,"21,073.00","16,934.00",25,25,4.92,27.88,"8,98,16,283.00",-,24.84,35.38,2,10.21,4,3,2.66,1.97,3.45,652.43,"9,10,910.25","1,38,166.22","8,98,163.00"
187,SNO1000005,15-09-2022 16:01,233.4,229.2,231.3,95.7,155.2,113.5,83.06,83.5,0.99,1,0.99,2,2.1,2.1,1.04,0.96,0.58,407,398,400,50,"8,98,159.27",-,"9,10,906.50","1,38,84,216.00",2.59,"9,10,90,645.00",4,2.43,22.1,"1,38,84,216.00",3,"21,073.00","4,093.00",22.1,22.1,5.22,26.04,"8,98,15,910.00",-,22.04,34.98,2,10.23,4,3,1.17,1.03,1.96,652.36,"9,10,906.50","1,38,165.77","8,98,159.27"
188,SNO1000005,15-09-2022 15:59,233,229.3,231,98.7,151.7,111.3,82.54,82.8,0.99,1,0.99,1.8,2.2,1.9,0.98,1.17,0.87,407,398,400,50,"8,98,155.69",-,"9,10,902.90","1,38,84,180.00",1.93,"9,10,90,285.00",4,2.57,22.8,"1,38,84,180.00",3,"21,073.00","38,207.00",22.8,22.8,3.63,25.51,"8,98,15,552.00",-,22.71,34.31,2,8.13,4,3,1.54,1.08,2.41,652.36,"9,10,902.90","1,38,165.41","8,98,155.69"
189,SNO1000005,15-09-2022 15:56,233.8,230.4,232.1,109.2,153.3,106.9,84.45,85,1,0.99,0.99,2,2.1,2.1,0.92,1.03,0.82,408,396,404,50,"8,98,152.08",-,"9,10,899.27","1,38,84,141.00",2.86,"9,10,89,922.00",4,2.18,25.3,"1,38,84,141.00",3,"21,073.00","42,951.00",25.3,25.3,5.76,24.53,"8,98,15,191.00",-,25.3,34.63,2,10.8,4,3,0.29,0.51,1.04,652.3,"9,10,899.27","1,38,165.02","8,98,152.08"
190,SNO1000005,15-09-2022 15:53,233.6,229.4,232,110.2,162.4,100.9,85.18,85.8,0.99,0.99,0.99,1.9,1.9,2,0.94,1.06,0.87,408,398,401,50,"8,98,148.49",-,"9,10,895.64","1,38,84,094.00",2.97,"9,10,89,560.00",4,3.14,25.6,"1,38,84,094.00",3,"21,073.00","28,941.00",25.6,25.6,4.95,23.08,"8,98,14,832.00",-,25.41,36.69,2,11.06,4,3,1.04,0.77,1.88,652.33,"9,10,895.64","1,38,164.54","8,98,148.49"
191,SNO1000005,15-09-2022 15:51,233,229.6,232.1,119.3,165.1,113.2,90.96,91.3,1,0.99,0.99,2,2.1,2,0.81,1.19,0.65,408,398,401,49.9,"8,98,144.61",-,"9,10,891.73","1,38,84,047.00",2.95,"9,10,89,169.00",4,2.1,27.6,"1,38,84,047.00",3,"21,073.00","15,450.00",27.6,27.6,4.61,26.01,"8,98,14,444.00",-,27.59,37.36,2,9.66,4,3,654.9,655.11,0.35,652.3,"9,10,891.73","1,38,164.08","8,98,144.61"
192,SNO1000005,15-09-2022 15:48,233,229.5,232,107.1,148.6,100.7,81.49,81.8,1,0.99,0.99,1.6,1.9,1.8,0.91,1.06,0.58,408,398,401,50,"8,98,140.84",-,"9,10,887.94","1,38,84,007.00",2.81,"9,10,88,790.00",4,1.49,24.8,"1,38,84,007.00",3,"21,073.00","46,173.00",24.8,24.8,4.05,23.09,"8,98,14,067.00",-,24.77,33.64,1,8.34,4,3,654.41,654.89,655.17,652.28,"9,10,887.94","1,38,163.68","8,98,140.84"
193,SNO1000005,15-09-2022 15:45,233.9,229.9,232.5,85.6,145.8,102,76.41,76.7,1,0.99,0.99,2.2,2.3,1.8,1,0.95,0.73,408,398,401,50,"8,98,137.36",-,"9,10,884.44","1,38,83,970.00",2.53,"9,10,88,440.00",4,1.74,19.8,"1,38,83,970.00",3,"21,073.00","58,474.00",19.8,19.8,3.53,23.48,"8,98,13,719.00",-,19.81,33.13,2,7.79,4,3,654.63,655.09,0.02,652.28,"9,10,884.44","1,38,163.31","8,98,137.36"
194,SNO1000005,15-09-2022 15:43,234.1,230.3,232.3,90.3,148.7,102.9,78.3,78.7,1,0.99,0.99,2.6,2.1,2.2,0.88,1.15,0.6,409,399,402,50,"8,98,134.08",-,"9,10,881.14","1,38,83,934.00",3.21,"9,10,88,110.00",4,1.24,21,"1,38,83,934.00",3,"21,073.00","32,442.00",21,21,4.51,23.6,"8,98,13,391.00",-,21,33.7,2,8.96,4,3,655.11,0.08,0.48,652.29,"9,10,881.14","1,38,162.95","8,98,134.08"
195,SNO1000005,15-09-2022 15:40,234,230.6,232.5,111,145.5,120.4,86.45,86.9,1,0.99,0.99,2,2,1.7,0.83,1.3,0.65,409,399,402,50,"8,98,130.39",-,"9,10,877.42","1,38,83,889.00",3.32,"9,10,87,738.00",4,2.51,25.8,"1,38,83,889.00",3,"21,073.00","29,729.00",25.8,25.8,4.21,27.71,"8,98,13,022.00",-,25.72,33.02,1,10.04,4,3,654.54,654.96,655.31,652.28,"9,10,877.42","1,38,162.50","8,98,130.39"
196,SNO1000005,15-09-2022 15:38,234.4,230.4,233,97.3,150.2,104,80.42,81,0.99,0.99,0.99,1.8,2,2.2,0.89,1.05,0.75,410,401,400,50.1,"8,98,127.22",-,"9,10,874.23","1,38,83,850.00",3.08,"9,10,87,418.00",4,2.81,22.6,"1,38,83,850.00",3,"21,073.00","46,228.00",22.6,22.6,5.18,23.94,"8,98,12,705.00",-,22.5,33.98,1,11.07,4,3,654.54,654.96,655.31,652.28,"9,10,874.23","1,38,162.11","8,98,127.22"
197,SNO1000005,15-09-2022 15:35,234.4,229.7,233.1,99.6,152.6,111.6,83.45,83.9,1,0.99,0.99,2.1,2.2,2.2,0.37,1.06,0.73,410,398,402,50,"8,98,123.64",-,"9,10,870.62","1,38,83,805.00",2.88,"9,10,87,058.00",4,1.84,23.2,"1,38,83,805.00",3,"21,073.00","6,645.00",23.2,23.2,4.43,25.75,"8,98,12,347.00",-,23.16,34.53,1,9.14,4,3,654.54,654.95,655.31,652.28,"9,10,870.62","1,38,161.66","8,98,123.64"
198,SNO1000005,15-09-2022 15:33,234.5,231,233.1,94,139.8,100.4,76.94,77.2,1,1,0.99,2.1,2,2,0.98,1.16,0.7,410,400,403,50,"8,98,120.20",-,"9,10,867.17","1,38,83,774.00",2.34,"9,10,86,712.00",4,0.95,21.9,"1,38,83,774.00",3,"21,073.00","27,472.00",21.9,21.9,3.36,23.19,"8,98,12,003.00",-,21.89,31.86,1,6.64,4,3,654.5,654.93,655.26,652.28,"9,10,867.17","1,38,161.34","8,98,120.20"
199,SNO1000005,15-09-2022 15:30,234,230.7,233.2,90.1,132.8,91.6,72.26,72.4,1,0.99,1,2.4,2.4,2.5,1.01,1.19,0.73,410,399,402,50,"8,98,117.00",-,"9,10,863.94","1,38,83,740.00",2.68,"9,10,86,390.00",4,1.56,20.9,"1,38,83,740.00",3,"21,073.00","60,775.00",20.9,20.9,2.59,21.11,"8,98,11,683.00",-,20.88,30.28,2,6.82,4,3,654.59,655,-,652.28,"9,10,863.94","1,38,161.01","8,98,117.00"
200,SNO1000005,15-09-2022 15:28,233.5,230.4,232.9,94.4,137,101,76.16,76.5,1,0.99,0.99,2.3,2.3,2.1,1.01,1.12,0.62,408,398,402,50,"8,98,113.78",-,"9,10,860.69","1,38,83,701.00",3.28,"9,10,86,065.00",4,1.83,21.8,"1,38,83,701.00",3,"21,073.00","51,902.00",21.8,21.8,3.52,23.22,"8,98,11,361.00",-,21.81,31.13,1,8.63,4,3,654.57,654.98,655.35,652.28,"9,10,860.69","1,38,160.62","8,98,113.78"
201,SNO1000005,15-09-2022 15:25,234.1,230.3,232.8,89,144.3,108.1,77.86,78.5,0.99,0.98,0.99,2.4,2.4,2.2,0.97,1.17,0.13,409,399,402,50,"8,98,110.42",-,"9,10,857.32","1,38,83,666.00",4.65,"9,10,85,727.00",4,3.01,20.6,"1,38,83,666.00",3,"21,073.00","29,334.00",20.6,20.6,4.12,24.66,"8,98,11,025.00",-,20.47,32.73,1,11.77,4,3,654.55,654.95,655.34,652.28,"9,10,857.32","1,38,160.26","8,98,110.42"
202,SNO1000005,15-09-2022 15:22,234.6,230.7,232.8,69.9,137.7,89.9,68.3,68.5,1,0.99,1,2.2,2.1,2,1.23,1.16,0.55,409,399,402,50.1,"8,98,107.30",-,"9,10,854.17","1,38,83,629.00",2.76,"9,10,85,413.00",4,0.66,16.2,"1,38,83,629.00",3,"21,073.00","28,947.00",16.2,16.2,2.28,20.67,"8,98,10,713.00",-,16.21,31.42,1,5.7,4,3,654.5,654.92,655.28,652.28,"9,10,854.17","1,38,159.90","8,98,107.30"
203,SNO1000005,15-09-2022 15:20,234.2,230.6,232.9,65.1,132.3,106.1,69.76,69.8,1,0.99,1,1.8,2.1,2,1.3,1.15,0.56,409,397,404,50,"8,98,104.28",-,"9,10,851.14","1,38,83,606.00",2.7,"9,10,85,110.00",4,0.7,15,"1,38,83,606.00",3,"21,073.00","10,300.00",15,15,1.71,24.47,"8,98,10,411.00",-,15.07,30.22,1,5.11,4,3,654.41,654.87,655.18,652.28,"9,10,851.14","1,38,159.66","8,98,104.28"
204,SNO1000005,15-09-2022 15:17,234.2,231.4,232.9,65.3,120.4,102.6,66.14,66.4,1,0.99,1,2,2.1,1.8,1.28,1.27,0.98,409,400,402,50,"8,98,101.40",-,"9,10,848.25","1,38,83,582.00",3.43,"9,10,84,821.00",4,0.79,15.1,"1,38,83,582.00",3,"21,073.00","36,478.00",15.1,15.1,2.5,23.55,"8,98,10,123.00",-,15.1,27.49,1,6.71,4,3,654.48,654.94,655.26,652.28,"9,10,848.25","1,38,159.49","8,98,101.40"
205,SNO1000005,15-09-2022 15:15,233.7,231.2,232.3,64.1,127.8,117.3,70.91,71.2,1,0.99,0.99,2,2.2,2,1.38,1.05,0.51,408,397,404,50,"8,98,098.43",-,"9,10,845.26","1,38,83,551.00",3.31,"9,10,84,522.00",4,0.74,14.8,"1,38,83,551.00",3,"21,073.00","60,935.00",14.8,14.8,3.08,26.97,"8,98,09,826.00",-,14.79,29.15,2,7.13,4,3,654.64,655.11,0.04,652.28,"9,10,845.26","1,38,159.17","8,98,098.43"
206,SNO1000005,15-09-2022 15:12,234.2,231.5,232.7,66.9,126.4,109.1,69.46,69.7,1,0.99,1,2.3,2.3,2.1,1.5,1.21,0.49,409,400,402,50,"8,98,095.41",-,"9,10,842.23","1,38,83,523.00",3.41,"9,10,84,219.00",4,0.81,15.4,"1,38,83,523.00",3,"21,073.00","64,955.00",15.4,15.4,2.35,25.08,"8,98,09,524.00",-,15.46,28.92,2,6.56,4,3,655.19,0.11,0.59,652.3,"9,10,842.23","1,38,158.89","8,98,095.41"
207,SNO1000005,15-09-2022 15:10,234.9,231,232.7,67.9,130.5,105,69.89,69.9,1,1,1,1.9,2.2,2,1.37,1.01,0.92,409,400,402,50,"8,98,092.33",-,"9,10,839.13","1,38,83,497.00",2.48,"9,10,83,909.00",4,0.35,15.7,"1,38,83,497.00",3,"21,073.00","28,779.00",15.7,15.7,1.13,24.21,"8,98,09,216.00",-,15.76,29.93,1,3.96,4,3,654.42,654.87,655.2,652.28,"9,10,839.13","1,38,158.64","8,98,092.33"
208,SNO1000005,15-09-2022 15:07,235,231.2,233.1,71.1,125.4,108.4,70.37,70.3,-1,1,1,2.4,2.4,2.1,1.23,0.94,0.54,411,399,405,50,"8,98,089.74",-,"9,10,836.53","1,38,83,479.00",2.08,"9,10,83,649.00",4,-0.13,16.5,"1,38,83,479.00",3,"21,073.00","3,501.00",16.5,16.5,1.51,25.1,"8,98,08,957.00",-,16.53,28.74,1,3.72,4,3,654.42,654.87,655.2,652.28,"9,10,836.53","1,38,158.55","8,98,089.74"
